"bin"	"sample_id"	"seqnames"	"arm"	"start"	"end"	"gc"	"median_frag_gc"	"median_ratio"	"sd_ratio"	"median_ratio_corrected"	"sd_ratio_corrected"	"median_ratio_centered"	"sd_ratio_centered"	"median_coverage"	"sd_coverage"	"median_coverage_corrected"	"sd_coverage_corrected"	"median_coverage_centered"	"sd_coverage_centered"	"median_combined"	"sd_combined"	"median_combined_centered"	"sd_combined_centered"	"median_mode_size"	"median_mean_size"	"sd_mean_size"	"median_median_size"	"sd_median_size"	"median_q25_size"	"median_q75_size"
"106"	106	"median"	"chr3"	"3p"	65100000	70099999	0.397469	0.408052348946317	0.196279725422898	0.0526194730144096	0.197935915055072	0.0527716238899004	-0.00905605209207935	0.00439209292205828	0.000308468106926171	6.63030862948974e-05	0.000327750654193548	6.44683100863827e-05	-0.00567587673388982	0.00490122957844785	6.47301589224364e-05	2.8154745057321e-05	-0.00788622930005055	0.00517868355347263	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"107"	107	"median"	"chr3"	"3p"	70100000	75099999	0.4021888	0.411768693255649	0.201333131343736	0.0547425280257175	0.201137737903812	0.0550116369882267	0.000335279361747632	0.00381958886633283	0.000304240410818414	6.80288984622525e-05	0.000316346225811741	6.70436491145983e-05	-0.00429065899656473	0.00298953124559729	6.29042751292641e-05	3.02446840288781e-05	-0.00351671846767336	0.00323224062861332	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"108"	108	"median"	"chr3"	"3p"	75100000	80099999	0.3669858	0.377664210585018	0.190753238693662	0.0527583620251983	0.198014323905621	0.0532007915485173	-0.00574335670580592	0.00427165426208935	0.000269379641321868	7.70663101284158e-05	0.000324352655774913	7.44548989326289e-05	0.00087441488205944	0.00267871566081124	6.33554595971611e-05	3.15928281917418e-05	-0.00187396002109958	0.00301829144509988	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"109"	109	"median"	"chr3"	"3p"	80100000	85099999	0.3494066	0.362311737630592	0.186027463261865	0.055455609804118	0.197528307952559	0.0550342675016033	4.0706220426683e-05	0.00504734994150325	0.000249973717283644	8.53091378536188e-05	0.000309577103639504	7.84417646673528e-05	0.000953312137969206	0.00474457544103855	6.10564338124765e-05	3.30934785918986e-05	0.000839487734601959	0.00527717310552705	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"110"	110	"median"	"chr3"	"3q"	193200000	198199999	0.4464744	0.456001444646924	0.233980907098548	0.0565722428526532	0.223268050431852	0.0572651850788656	0.0245698494337078	0.00591033321709179	0.000374765286248833	7.06658996618396e-05	0.000308289215475342	6.80698213329771e-05	-0.00361297229328151	0.00228392546124062	6.88311321083447e-05	3.20831643656005e-05	0.00486494157771446	0.00363689558142859	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"111"	111	"median"	"chr3"	"3q"	188200000	193199999	0.3790236	0.388411112705188	0.190512648738316	0.0544192816130575	0.195741778748268	0.0546448348483621	-0.00365990794087396	0.00452001434267796	0.000289646485920239	7.68816830974084e-05	0.000334897887590404	7.38058827857853e-05	0.0028874466289007	0.00204756466863869	6.53701295498017e-05	3.27693938749429e-05	0.00202944655721759	0.00294286610094427	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"112"	112	"median"	"chr3"	"3q"	183200000	188199999	0.4347502	0.444364815791233	0.22828131388851	0.0568268566105646	0.219329877133003	0.0572992461693969	0.0167741399371052	0.00428949483009308	0.000401240438601223	7.74313865891856e-05	0.000343832034484998	7.43848339925631e-05	0.00471444845417313	0.00195276603827512	7.54126378779853e-05	3.45078054046268e-05	0.00909056964350868	0.00268884133903356	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"113"	113	"median"	"chr3"	"3q"	178200000	183199999	0.385475	0.394988929657284	0.202180810327851	0.0540631786416568	0.204394077807206	0.0544114202964594	-0.00582736259440148	0.0039561646900029	0.000317289096609723	7.57289277917902e-05	0.000335032162997053	7.37285362646461e-05	0.00208856723927357	0.0016898032184446	6.8478589991536e-05	3.20712231003363e-05	-0.000417441641922198	0.00257232299464081	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"114"	114	"median"	"chr3"	"3q"	173200000	178199999	0.3672944	0.377077069476017	0.195814153077943	0.0560361349888503	0.202650511968076	0.0561706164093284	0.00229578441371411	0.00415040534025186	0.00026074479151405	7.6358406430597e-05	0.000325845095853224	7.34592690888636e-05	-0.000468873960190504	0.00294657964490516	6.53942049885527e-05	3.27609996300918e-05	0.0004072228343812	0.00331904827397184	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"115"	115	"median"	"chr3"	"3q"	168200000	173199999	0.3887052	0.397970177770901	0.20535948721909	0.0563465767362405	0.207021791969549	0.0566443177915044	0.00569181189597541	0.00403188033233044	0.000324500212441762	7.83723148672132e-05	0.000346891285266719	7.69094260270598e-05	0.00515463333746688	0.00177808814438596	7.18140554945366e-05	3.46596604480667e-05	0.00685106991305944	0.00281866373160203	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"116"	116	"median"	"chr3"	"3q"	163200000	168199999	0.3516062	0.364401816297206	0.187245523669365	0.0553079043707367	0.197625154259428	0.0553120875918499	7.3586449258052e-05	0.00419238912160629	0.000244096343291167	8.23927552426282e-05	0.000298209833903567	7.9103042631859e-05	-0.00106056080257146	0.00527583191500887	5.8933764426871e-05	3.30638207457601e-05	-0.000899143922060057	0.00538809842400784	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"117"	117	"median"	"chr3"	"3q"	158200000	163199999	0.37669	0.387276457850944	0.195168660126327	0.0547982730343983	0.199147631783475	0.0551754109768231	2.26006305837332e-05	0.00267688867816551	0.000286269852316348	7.69599481778983e-05	0.00031754461594502	7.50701501709146e-05	0.0015642272585916	0.00171259151709496	6.31920378849812e-05	3.29150416427199e-05	0.00129968565991488	0.00201832531588546	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"118"	118	"median"	"chr3"	"3q"	153200000	158199999	0.384724	0.393639275348042	0.196102913356035	0.0549534799273877	0.199370954560542	0.0552682526794164	-0.000896398076952124	0.00459420630222041	0.00029662867744015	7.44844127636142e-05	0.000317811249834708	7.28278144078837e-05	-0.000510463573072402	0.00156320176042546	6.33623322496247e-05	3.22797789189162e-05	-0.000552805348155787	0.00260838647751283	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"119"	119	"median"	"chr3"	"3q"	148200000	153199999	0.3835168	0.393327173540186	0.211941472086424	0.0581145107112109	0.213876352843877	0.0583499040260622	0.0131875696531164	0.00514187263100321	0.000300255940401169	7.67182774244331e-05	0.000332304465230949	7.55538209265824e-05	0.00147196575751432	0.00192135049416373	7.10720670573301e-05	3.5023680679783e-05	0.00456823754499707	0.00320275547213111	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"120"	120	"median"	"chr3"	"3q"	143200000	148199999	0.362676	0.374733980220037	0.191518696469605	0.0535477973316097	0.198608852415603	0.0538554566531829	-0.00451257037928423	0.00525333875756718	0.000263687589932757	8.0734799052806e-05	0.000323297832612225	7.72708853639647e-05	0.00196510735978211	0.00402370587192709	6.42098115235657e-05	3.26370837685285e-05	-2.78072806795324e-05	0.00464648990120311	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"121"	121	"median"	"chr3"	"3q"	138200000	143199999	0.4156984	0.426089952544222	0.207593115280314	0.0537573691236382	0.200315152225105	0.0545344995545403	-0.00137766419962335	0.00491339309975022	0.000361300193311496	7.40694951196593e-05	0.000323168538002797	7.51230976654564e-05	0.00324943548382224	0.00248600539962092	6.46510334285349e-05	3.24919032827756e-05	0.00263177962875803	0.00376937307521893	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"122"	122	"median"	"chr3"	"3q"	133200000	138199999	0.4173884	0.428584784921958	0.203477245890959	0.0522929882980748	0.197370957416165	0.0530453087818084	-0.00582784328146417	0.00345001646373837	0.000363048395716939	7.30665811314569e-05	0.000324346881973185	7.3286130922074e-05	0.00196669651208218	0.00127508168455237	6.3779289103147e-05	3.15960183171229e-05	-0.000138756661003859	0.00192604864202643	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"123"	123	"median"	"chr3"	"3q"	128200000	133199999	0.423804	0.429792990585089	0.21475424566448	0.0554761952547717	0.207812982894569	0.0561412899286882	0.00679257346651386	0.00454565350317706	0.000347259471356784	7.16916139211465e-05	0.000326859397513936	7.06188878725199e-05	0.000204258555803379	0.00217092141059741	6.79256263844929e-05	3.22147979324392e-05	0.00291160634165375	0.00298713289799017	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"124"	124	"median"	"chr3"	"3q"	123200000	128199999	0.452687	0.463151687675743	0.214014818535728	0.0528577394502964	0.196993078001664	0.0535689280944231	-0.00943279193602823	0.00340089416334537	0.000391949390387517	7.68748878837041e-05	0.00032149696105004	7.14971690718921e-05	-0.00117054011355136	0.00167191335867017	6.33326759254287e-05	3.0430736236668e-05	-0.0046310575695601	0.00242926280825863	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"125"	125	"median"	"chr3"	"3q"	118200000	123199999	0.3988464	0.407307903021572	0.209004976681586	0.055831281914115	0.208002347194072	0.0563946744821118	0.00764347901418602	0.00504571089263895	0.000327762383889589	7.56833818621001e-05	0.000329673377980426	7.57209676427921e-05	0.0038805908087363	0.0017061144706797	6.85728364273267e-05	3.39455609840863e-05	0.00578197621487596	0.00306775316788148	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"126"	126	"median"	"chr3"	"3q"	113200000	118199999	0.3773554	0.386367570576859	0.19177015755329	0.0554439043513865	0.197273610806933	0.0554504945780885	-0.00228290763336597	0.00324892969477364	0.000296056366659829	7.98173971101942e-05	0.000342802954444953	7.57011243091535e-05	0.00436358688782537	0.0025016021159588	6.76259766186405e-05	3.37702672783839e-05	0.00362827263558894	0.00267041634529541	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"127"	127	"median"	"chr3"	"3q"	108200000	113199999	0.3796994	0.389333401085617	0.194204135469605	0.0540925923281192	0.199660516661182	0.0543420592903577	-0.000847756930117694	0.00452228140029973	0.000286498776628476	7.40889321482485e-05	0.000324442359337826	7.15076871566268e-05	-0.000304185670705531	0.00214593389467117	6.47783290921635e-05	3.10393829602799e-05	-0.00052305186222237	0.00301928125102438	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"128"	128	"median"	"chr3"	"3q"	103200000	108199999	0.3635438	0.373930678713694	0.188765294771969	0.0538811247243535	0.197876419856795	0.0540997049587029	-0.000617792988630506	0.00336652627956759	0.000267605839261075	8.17736565534624e-05	0.000322448771325945	7.69461924915174e-05	0.00333353421554743	0.00329400779523347	6.2534567417091e-05	3.31475361026521e-05	0.00281721586790613	0.00331848075976057	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"129"	129	"median"	"chr3"	"3q"	98200000	103199999	0.3796096	0.388545810660761	0.199442225069722	0.0557726258088071	0.203586988498206	0.0558860475661869	0.0015855715271079	0.00408490728052216	0.000302866864945644	7.88566867144495e-05	0.000340993170048905	7.49574970155157e-05	0.00364275783634991	0.00197697113633352	6.94217725887132e-05	3.35173334682679e-05	0.00334369123150202	0.00279555313554695	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"130"	130	"median"	"chr4"	"4p"	100000	5199999	0.4962666	0.506248663188558	0.224869400977849	0.054020876481204	0.205163798687199	0.0548117071270748	-0.00215700997757253	0.00408370638862285	0.000422509319765475	9.11944621846592e-05	0.000330611280049289	7.68053440957175e-05	0.00489816127628756	0.00186718193036778	6.78294661037496e-05	3.33100966580077e-05	0.00421096747115012	0.00278477784694376	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"131"	131	"median"	"chr4"	"4p"	5200000	10599999	0.4856046	0.495508279795983	0.20965449910506	0.049716633956487	0.190659631656871	0.0501962880363734	-0.0209945549051417	0.00426184287578444	0.000411921682084734	8.76907532604311e-05	0.000343100843980794	7.10329225640106e-05	0.00361085731279493	0.00289345520013875	6.38281210188852e-05	2.9347022123647e-05	-0.00371796716432243	0.00325586504455244	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"132"	132	"median"	"chr4"	"4p"	10600000	15599999	0.3893654	0.399233040744844	0.201953566352006	0.0536022451926699	0.204032666109244	0.0538168184607326	-0.00200769896296044	0.00359859908766646	0.000317117403375626	7.16895427425408e-05	0.000339566622143771	6.9656576891234e-05	0.000915428095452871	0.00293081487973596	6.79685027627829e-05	3.11299875482646e-05	0.000440815629336197	0.00327080639951967	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"133"	133	"median"	"chr4"	"4p"	15600000	20599999	0.3873534	0.396493043426423	0.197868482403878	0.0531117832769561	0.199855320628048	0.0535163296587039	-0.00160517811832267	0.00316716483326181	0.000306014574237407	7.42199188862519e-05	0.000326054192490328	7.24655255329296e-05	0.00272143764773554	0.000996012681749288	6.51636651822737e-05	3.1699526897723e-05	0.00117991086581702	0.00142317236293161	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"134"	134	"median"	"chr4"	"4p"	20600000	25599999	0.39199	0.400699300614173	0.197031926841008	0.0511360758481347	0.199670325254337	0.051581631657275	-0.00883905136740042	0.00452760155990301	0.000306987502563952	6.74514040951096e-05	0.000328863967064178	6.58386131490431e-05	-0.00223243747339605	0.00382289626328838	6.56643752681363e-05	2.87655159783088e-05	-0.00405828430987302	0.00430034778548574	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"135"	135	"median"	"chr4"	"4p"	25600000	30599999	0.3729462	0.384118359794173	0.193030050083472	0.0565788299500751	0.197200684246613	0.0566958720034351	-0.00176154467682029	0.00466646126869094	0.000271389772028013	8.14730921199709e-05	0.000320057692452829	8.00419043464058e-05	0.00280456931440753	0.0032822228479298	6.28223473467881e-05	3.46651102973122e-05	0.0018465959994	0.00420219402411572	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"136"	136	"median"	"chr4"	"4p"	30600000	35799999	0.348655	0.362374148392723	0.185425181935998	0.0549380837377013	0.196963484419795	0.0548182307370282	0.000592798192110627	0.00415061236362727	0.000236868761759877	8.1626263758902e-05	0.000303730961298573	7.71232143716818e-05	-0.00348015086422523	0.00439821694175881	5.98239084635411e-05	3.20353654196222e-05	-0.00290509104140814	0.00430070799716093	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"137"	137	"median"	"chr4"	"4p"	35800000	40799999	0.4023286	0.411093242744604	0.214642964748418	0.0563592027655133	0.21144243548985	0.0568362019529191	0.0138616652873257	0.00366975950178125	0.00034533232484543	7.59323981493815e-05	0.000337466186596231	7.62361346516823e-05	0.0055223750353004	0.000990796356809887	7.09318806524979e-05	3.50190381132476e-05	0.00976783951232109	0.0018677849935832	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"138"	138	"median"	"chr4"	"4p"	40800000	45799999	0.3778972	0.388167109237437	0.19175545983526	0.0526094067263945	0.195818172277407	0.0530998409026762	-0.0071709744724801	0.00360970773004222	0.000290447721012688	7.61149417552793e-05	0.000324906140392661	7.45161818568449e-05	0.0022844984752205	0.0025228435354786	6.36225265733975e-05	3.18503465198473e-05	-0.000198045319228342	0.00310065077012439	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"139"	139	"median"	"chr4"	"4q"	185100000	190099999	0.4068254	0.419063863581774	0.202834980145905	0.0524761324442528	0.199969442579882	0.0532123100584138	-0.00914572597777528	0.00368140446325625	0.000251416125794825	5.52547879326291e-05	0.000237188396002665	5.62166125977769e-05	-0.0233456533382125	0.00219694013270025	4.74207275713161e-05	2.39577901587176e-05	-0.0227351582654763	0.00211473908783229	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"140"	140	"median"	"chr4"	"4q"	180100000	185099999	0.4032134	0.412503789330589	0.204595653722836	0.0534292751193776	0.201983870525445	0.054045256032265	-0.000335125318242743	0.00511918455206043	0.000328678081138102	7.24192436298053e-05	0.000317816925103842	7.32259649843896e-05	0.00122450561955231	0.00157231165672771	6.41915321173745e-05	3.14837113314256e-05	0.000805951706399349	0.00273373566276903	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"141"	141	"median"	"chr4"	"4q"	175100000	180099999	0.3608844	0.373888350897991	0.188674997185635	0.0538250612758196	0.196522357901237	0.0540541224327791	-0.00624011038258316	0.00431440171749409	0.000261278396088994	8.25498411476582e-05	0.000299196810812755	7.91114151841035e-05	0.000581391376982608	0.00438564062767569	5.87988627374529e-05	3.26337067225709e-05	-0.0027480424770383	0.00450001385817307	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"142"	142	"median"	"chr4"	"4q"	170100000	175099999	0.3667586	0.378167732823612	0.186723003168928	0.0538518884817908	0.194257703943893	0.0540594747118054	-0.0086647443727414	0.00235593609581073	0.00026405823513949	8.04150767674807e-05	0.000316593105066531	7.74998675545477e-05	0.000667169157406991	0.00288631366559325	6.15006496746917e-05	3.25446682624342e-05	-0.00245498371045285	0.00282694742106588	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"143"	143	"median"	"chr4"	"4q"	165100000	170099999	0.3741844	0.384961383698321	0.197859484222582	0.0546533968359518	0.20192435359775	0.0551334888864361	0.000955541935379084	0.00340690743755829	0.000286727700940604	7.75024548606748e-05	0.000323013869828785	7.61353685037258e-05	0.0018707661966827	0.00248158794578906	6.52243668682851e-05	3.33702883509829e-05	0.00168457145131035	0.00282291715605245	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"144"	144	"median"	"chr4"	"4q"	160100000	165099999	0.3593282	0.371371011884567	0.183006535947712	0.0544766302588494	0.192759219674819	0.0543969793939205	-0.00687716829088421	0.00455195727121726	0.000249550122761664	8.31463214103575e-05	0.000306347961673663	7.90563334656615e-05	-0.000507438645362355	0.0046901722545099	5.89819507158043e-05	3.26244070063716e-05	-0.00351940000931799	0.00497468548975606	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"145"	145	"median"	"chr4"	"4q"	155100000	160099999	0.3704828	0.380867962348442	0.191421162572931	0.0549209028215308	0.197825766578254	0.0551586844282343	-0.00355162092368918	0.0040423801844594	0.000265323277756615	7.6493579797477e-05	0.000310282486833214	7.3808854350959e-05	-0.00188184140227276	0.00195963501186441	6.10705788798277e-05	3.1849690535683e-05	-0.0027757465997501	0.0023932298301747	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"146"	146	"median"	"chr4"	"4q"	150100000	155099999	0.3976036	0.406220882375848	0.201649114213405	0.0549001229566154	0.200646700722231	0.0555287370439034	-0.000498533519085312	0.00390730778530461	0.000299069349459992	6.87321897091213e-05	0.000307939712559233	6.89741614195326e-05	-0.00343697140563543	0.00130632825388079	6.17870873463622e-05	3.0783720614554e-05	-0.00346591470345779	0.00212274128826366	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"147"	147	"median"	"chr4"	"4q"	145100000	150099999	0.3835844	0.392698362497341	0.194932494914	0.0546507796528053	0.198336900260045	0.0548973510138285	-0.00707259803182271	0.0041780929170615	0.000301607781228939	7.69328405075789e-05	0.000326946861478044	7.4423263220992e-05	0.00149918200059834	0.00140024091998491	6.45661706437682e-05	3.20623663092103e-05	-0.000990167286029914	0.00252212739767834	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"148"	148	"median"	"chr4"	"4q"	140100000	145099999	0.3786272	0.387823450814645	0.194511120436425	0.0557487185356051	0.200319701393335	0.0558449096942934	-0.000743433739337533	0.00419176431875446	0.000286498776628476	7.8568533489279e-05	0.000330175878960449	7.51259554476994e-05	0.00328559729397868	0.00160685960460615	6.61407334806391e-05	3.33766404277824e-05	0.00198122454195382	0.00238967190207999	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"149"	149	"median"	"chr4"	"4q"	135100000	140099999	0.370405	0.381354102831521	0.198806909979701	0.0546968915954847	0.20266158964885	0.0552212961094126	0.00134208367849077	0.00349040414510278	0.00027465194347584	7.9803881985186e-05	0.000321619559230544	7.86804214233936e-05	0.0023601916748401	0.00394928287311295	6.51799311358245e-05	3.3740447429527e-05	0.0022495068375993	0.00424371421104626	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"150"	150	"median"	"chr4"	"4q"	130100000	135099999	0.3476504	0.36160530141432	0.195030120481928	0.0556335130207567	0.203141099914055	0.0556561590795421	0.00292474666576963	0.00465893344493052	0.000250582634408991	8.84064283897153e-05	0.000296076624502219	8.57476952511608e-05	0.00147179964859386	0.00795768847803884	6.01453311602214e-05	3.47723161107932e-05	0.00129724502779381	0.00783093610694021	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"151"	151	"median"	"chr4"	"4q"	125100000	130099999	0.3696268	0.380292349936479	0.188921377517869	0.0532153496398594	0.195787714271871	0.0536681604562243	-0.00469866068303385	0.00324599391096069	0.000267341092684838	7.8911112474948e-05	0.000315140288499696	7.63852157317815e-05	0.000770030841063597	0.00298865561434125	6.15470625807549e-05	3.22419032989953e-05	-0.00173770051763121	0.00300739569695906	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"152"	152	"median"	"chr4"	"4q"	120100000	125099999	0.372812	0.383196523442702	0.194711917916338	0.0547546781823002	0.200160648122522	0.0549214165793578	-0.00198394806758597	0.00415349908322839	0.000282378139010168	7.81215386494903e-05	0.000325681760288079	7.44088383005107e-05	0.00094304365308315	0.00223901737618901	6.51886722209459e-05	3.25422810331627e-05	-0.000227145937210508	0.00276765659892497	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"153"	153	"median"	"chr4"	"4q"	115100000	120099999	0.3596274	0.372147757649684	0.188340060754858	0.0532333690073849	0.197539166054904	0.0535611038024388	-0.00342482774248831	0.00305713288631097	0.000258445607723251	7.96361184173089e-05	0.000301631515417016	7.64178110679366e-05	-0.00103388236587839	0.00422659155936995	5.84137660959823e-05	3.15908614050073e-05	-0.00237238627854612	0.00382821660108853	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"154"	154	"median"	"chr4"	"4q"	110100000	115099999	0.3717984	0.382583733686765	0.190810090880602	0.053681013862081	0.196444651441723	0.0539684784821346	-0.00836806571542171	0.00332586176405724	0.000278772581094148	7.86199759842688e-05	0.000324399657053519	7.58170853925681e-05	0.000637151651763985	0.00295846248375864	6.3726577557693e-05	3.22046231807678e-05	-0.00188471154609512	0.00333395998918446	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"155"	155	"median"	"chr4"	"4q"	105100000	110099999	0.3796358	0.388714823046262	0.20131706228142	0.054446239445483	0.204730672891778	0.0547932699282368	0.000405601349608082	0.00282236337431807	0.000309677363231459	7.74388350653658e-05	0.000341750528822667	7.52862167436912e-05	0.00377906794736399	0.00230526567899652	6.99668157269856e-05	3.32942107526625e-05	0.00353842862071778	0.00277475493520469	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"156"	156	"median"	"chr4"	"4q"	100100000	105099999	0.3670542	0.377684543185241	0.192751869775627	0.0545958287981242	0.200964453295758	0.054708585682171	0.000613566085103712	0.00314931782020189	0.000276501324222662	8.15531606878207e-05	0.000332867942246519	7.66992864699328e-05	0.00382462377858978	0.0027664822473927	6.64023172100426e-05	3.33784698962938e-05	0.00357058464198396	0.00299966282218818	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"157"	157	"median"	"chr4"	"4q"	95100000	100099999	0.3712054	0.381336121249942	0.195611528556814	0.0547109955929254	0.201272595131655	0.0548980899533098	-0.00173651016106672	0.00355529407283938	0.000281347979605591	7.9673693716876e-05	0.000329442743676446	7.66173739370993e-05	0.00216799884824799	0.00257147568784313	6.5661644614992e-05	3.2847965438744e-05	0.0020454512244864	0.00300173850323122	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"158"	158	"median"	"chr4"	"4q"	90100000	95099999	0.3571212	0.368332182760283	0.186677233302514	0.0551617565208246	0.196219338261015	0.0549949388041529	-0.00511657600476253	0.00350619211230081	0.000255612819357507	8.56379240816991e-05	0.000316737517836116	8.10798653169131e-05	0.00197443696528172	0.00475227575048937	6.21500261522392e-05	3.38619371329334e-05	0.000282087568860426	0.00487066746867417	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"159"	159	"median"	"chr4"	"4q"	85100000	90099999	0.382669	0.392478167938586	0.204371975184331	0.055860427700675	0.206705047270199	0.0561996843851373	0.00928338579587433	0.00389945211183515	0.000311852144196677	7.79329902135708e-05	0.000335521442394926	7.55555680891424e-05	0.0057248782817338	0.00201353217025721	6.87000778415871e-05	3.44914218572742e-05	0.00864685448589741	0.0028482945766012	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"160"	160	"median"	"chr4"	"4q"	80100000	85099999	0.3884812	0.39750792145527	0.198859553194813	0.0556031560651248	0.201141262538073	0.0559980346337827	0.000553259606862994	0.00305271834395998	0.000313798000849767	7.65366271521117e-05	0.000332953433813431	7.52206311416477e-05	0.00368677222316329	0.00116119357394885	6.69706740436201e-05	3.37739737363893e-05	0.00373172348876992	0.00182749834142597	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"161"	161	"median"	"chr4"	"4q"	75100000	80099999	0.391743	0.399306559241582	0.202765754980508	0.0552479632096147	0.204368631984346	0.0555265936512836	0.0017833601327349	0.00436952315514987	0.00032112357883787	7.55022125286223e-05	0.000342690857745196	7.45209809993649e-05	0.0040759010557363	0.00172419581102076	7.00352617909279e-05	3.33947877656231e-05	0.00438025895514587	0.00269386218551845	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"162"	162	"median"	"chr4"	"4q"	70100000	75099999	0.3754934	0.384909549263944	0.198047419804742	0.054790472616214	0.202805731352706	0.0550811421924924	-0.00261503434279551	0.00350359371524522	0.000292565270899874	7.68523029256564e-05	0.000335185268574859	7.41989101222254e-05	0.0013312897222556	0.0021602954178165	6.79774935319774e-05	3.23909705064183e-05	0.000430216911100214	0.00271904622362897	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"163"	163	"median"	"chr4"	"4q"	65100000	70099999	0.3577808	0.371524169188458	0.191500635862654	0.0538285803978197	0.201077365188576	0.0542097004184145	-0.00339308440908299	0.00345321123109005	0.000215662561003237	6.77704802398172e-05	0.000283549341490144	6.34257584266553e-05	-0.0144471574135349	0.00200541135599795	5.7015354487794e-05	2.74362003768646e-05	-0.013962787577013	0.00224299104307818	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"164"	164	"median"	"chr4"	"4q"	60100000	65099999	0.349594	0.363035162369113	0.187248995983936	0.0554030530118126	0.199419537919157	0.0551273695765881	0.00248486828699797	0.00441646001709955	0.000253653694693348	8.77723463369059e-05	0.000306283912959711	8.32613564956862e-05	0.00296107781145676	0.00593761511268656	5.99198933795955e-05	3.44440997114074e-05	0.00325088164907267	0.00606192688420587	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"165"	165	"median"	"chr4"	"4q"	54900000	60099999	0.3815738	0.391912903374364	0.199344353769966	0.0540411125570542	0.202180538812668	0.0545831168161037	-0.00254385149378101	0.00360155071075187	0.000290733876402848	7.46461889417198e-05	0.000320503654627339	7.42204595894703e-05	-4.44926384560917e-05	0.00162830103769905	6.35895216365199e-05	3.24180858446878e-05	-0.00100782681615464	0.00218472173228802	166	166.71	3.12905477892667	167	2.4338877385388	157	178
"166"	166	"median"	"chr5"	"5p"	100000	5099999	0.4679756	0.479227523958299	0.2048463356974	0.0490564668235796	0.181682614351063	0.0503940909119948	-0.0242968002883365	0.00583858783073028	0.000335028319233914	6.41527039105228e-05	0.000251949409395861	6.34008260530455e-05	-0.01642395704096	0.00328459219459365	4.57748273832463e-05	2.50900279687823e-05	-0.0217738925823671	0.00360270740099446	166	166.71	3.12905477892667	167	2.4338877385388	157	178
