"bin"	"sample_id"	"seqnames"	"arm"	"start"	"end"	"gc"	"median_frag_gc"	"median_ratio"	"sd_ratio"	"median_ratio_corrected"	"sd_ratio_corrected"	"median_ratio_centered"	"sd_ratio_centered"	"median_coverage"	"sd_coverage"	"median_coverage_corrected"	"sd_coverage_corrected"	"median_coverage_centered"	"sd_coverage_centered"	"median_combined"	"sd_combined"	"median_combined_centered"	"sd_combined_centered"	"median_mode_size"	"median_mean_size"	"sd_mean_size"	"median_median_size"	"sd_median_size"	"median_q25_size"	"median_q75_size"
124	"median"	"chr3"	"3q"	164100000	169099999	0.3543264	0.366281241675375	0.187305277842362	0.0559095221085377	0.197386557163393	0.0557199911516364	-0.00129823152508443	0.00376225973856608	0.00024910005358206	8.204713795284e-05	0.000311577914765207	7.80877658788632e-05	-0.000629377812134967	0.00399161376790619	6.15012918836536e-05	3.33435974466872e-05	-0.000847875925371022	0.00426973505016287	166	166.71	3.12905477892667	167	2.4338877385388	157	178
125	"median"	"chr3"	"3q"	169100000	174099999	0.3879324	0.397475910406514	0.204501607717042	0.0554895099445342	0.206224116263076	0.0558606830423605	0.0061873712712419	0.00278778475577206	0.000318090331702171	7.73952952094398e-05	0.000341073622269952	7.59633804793586e-05	0.00477740543879827	0.00138034678135437	7.03376063332668e-05	3.41188581641756e-05	0.00635742757050898	0.00204868615078935	166	166.71	3.12905477892667	167	2.4338877385388	157	178
126	"median"	"chr3"	"3q"	174100000	179099999	0.3712752	0.380829882809082	0.198143930124428	0.0560795705596081	0.204056448206036	0.0562394153679322	0.00248717068762015	0.00412074786215781	0.000270645768013596	7.51563282322424e-05	0.000326598774460945	7.25726448081403e-05	-0.000939524547753503	0.00270350345578751	6.66445859049447e-05	3.25753123126068e-05	0.000275029131330219	0.00308985309663899	166	166.71	3.12905477892667	167	2.4338877385388	157	178
127	"median"	"chr3"	"3q"	179100000	184099999	0.3957038	0.404665421133454	0.206208662257307	0.0546686878416973	0.205784107829087	0.0551932808130526	-3.79947807807665e-05	0.00337468123923626	0.000331883021507897	7.47455900229616e-05	0.000334198905088819	7.44202559206248e-05	0.00186747283423293	0.00142675921969258	6.87728235211604e-05	3.27500136519507e-05	0.00173852998907353	0.00222360256481472	166	166.71	3.12905477892667	167	2.4338877385388	157	178
128	"median"	"chr3"	"3q"	184100000	189099999	0.4265928	0.436073430047267	0.222761529419899	0.0572117860844436	0.215478185016072	0.0576836024173295	0.016584486871442	0.00417115477732145	0.00039009782594745	7.59448841342633e-05	0.000348055298034798	7.42419398060004e-05	0.00429971823319948	0.0021430312677635	7.49983239057662e-05	3.47166859174245e-05	0.00886768830881039	0.00280881092288994	166	166.71	3.12905477892667	167	2.4338877385388	157	178
129	"median"	"chr3"	"3q"	189100000	194099999	0.3833306	0.392733452100808	0.194757382799539	0.0530875382121868	0.198606030153328	0.0535376243090285	-0.00554438874337593	0.00380363640896805	0.000299890848887977	7.54303916082242e-05	0.000336856469398936	7.35866995045267e-05	0.00282668928488108	0.00181841475750137	6.69017261187886e-05	3.21122628165612e-05	0.00125364620764196	0.00264787400029643	166	166.71	3.12905477892667	167	2.4338877385388	157	178
130	"median"	"chr4"	"4p"	100000	5199999	0.4962666	0.506248663188558	0.224869400977849	0.054020876481204	0.205163798687199	0.0548117071270748	-0.00221812760973903	0.00412029813925439	0.000422509319765475	9.11944621846592e-05	0.000330611280049289	7.68053440957175e-05	0.00476670602226746	0.00182776504048644	6.78294661037496e-05	3.33100966580077e-05	0.00408773969819554	0.00275091768759134	166	166.71	3.12905477892667	167	2.4338877385388	157	178
131	"median"	"chr4"	"4p"	5200000	10599999	0.4856046	0.495508279795983	0.20965449910506	0.049716633956487	0.190659631656871	0.0501962880363734	-0.0211518899870367	0.00424448228265355	0.000411921682084734	8.76907532604311e-05	0.000343100843980794	7.10329225640106e-05	0.00349280075225203	0.00285111897232258	6.38281210188852e-05	2.9347022123647e-05	-0.00365371411991347	0.00323342476276321	166	166.71	3.12905477892667	167	2.4338877385388	157	178
132	"median"	"chr4"	"4p"	10600000	15599999	0.3893654	0.399233040744844	0.201953566352006	0.0536022451926699	0.204032666109244	0.0538168184607326	-0.00216290029231811	0.00360055118743575	0.000317117403375626	7.16895427425408e-05	0.000339566622143771	6.9656576891234e-05	0.000888669733616744	0.00286849991537329	6.79685027627829e-05	3.11299875482646e-05	0.00042186372099959	0.00323302342795635	166	166.71	3.12905477892667	167	2.4338877385388	157	178
133	"median"	"chr4"	"4p"	15600000	20599999	0.3873534	0.396493043426423	0.197868482403878	0.0531117832769561	0.199855320628048	0.0535163296587039	-0.00180831948933942	0.00316544750433657	0.000306014574237407	7.42199188862519e-05	0.000326054192490328	7.24655255329296e-05	0.00261003402711705	0.000969254930378409	6.51636651822737e-05	3.1699526897723e-05	0.00110796072462135	0.00140059248659342	166	166.71	3.12905477892667	167	2.4338877385388	157	178
134	"median"	"chr4"	"4p"	20600000	25599999	0.39199	0.400699300614173	0.197031926841008	0.0511360758481347	0.199670325254337	0.051581631657275	-0.00890996435621054	0.00454020358359991	0.000306987502563952	6.74514040951096e-05	0.000328863967064178	6.58386131490431e-05	-0.00218005871860949	0.00373523825603411	6.56643752681363e-05	2.87655159783088e-05	-0.00400250684216839	0.00425030767435478	166	166.71	3.12905477892667	167	2.4338877385388	157	178
135	"median"	"chr4"	"4p"	25600000	30599999	0.3729462	0.384118359794173	0.193030050083472	0.0565788299500751	0.197200684246613	0.0566958720034351	-0.00185486450975633	0.00468426795576993	0.000271389772028013	8.14730921199709e-05	0.000320057692452829	8.00419043464058e-05	0.0026995856682019	0.00319994526893067	6.28223473467881e-05	3.46651102973122e-05	0.00177101624430012	0.00414227170212384	166	166.71	3.12905477892667	167	2.4338877385388	157	178
136	"median"	"chr4"	"4p"	30600000	35799999	0.348655	0.362374148392723	0.185425181935998	0.0549380837377013	0.196963484419795	0.0548182307370282	0.000431384048477809	0.00421282463472988	0.000236868761759877	8.1626263758902e-05	0.000303730961298573	7.71232143716818e-05	-0.00342510448129898	0.0043057516717701	5.98239084635411e-05	3.20353654196222e-05	-0.00294297732196713	0.00426689324618429	166	166.71	3.12905477892667	167	2.4338877385388	157	178
137	"median"	"chr4"	"4p"	35800000	40799999	0.4023286	0.411093242744604	0.214642964748418	0.0563592027655133	0.21144243548985	0.0568362019529191	0.0139130657409705	0.00357156011532557	0.00034533232484543	7.59323981493815e-05	0.000337466186596231	7.62361346516823e-05	0.00542301776010197	0.000969375222619276	7.09318806524979e-05	3.50190381132476e-05	0.00961548238441754	0.00181531890756695	166	166.71	3.12905477892667	167	2.4338877385388	157	178
138	"median"	"chr4"	"4p"	40800000	45799999	0.3778972	0.388167109237437	0.19175545983526	0.0526094067263945	0.195818172277407	0.0530998409026762	-0.00748380816144122	0.00362228333012592	0.000290447721012688	7.61149417552793e-05	0.000324906140392661	7.45161818568449e-05	0.00218928539115747	0.00245960692476773	6.36225265733975e-05	3.18503465198473e-05	-0.000291211123182028	0.00305844445188245	166	166.71	3.12905477892667	167	2.4338877385388	157	178
139	"median"	"chr4"	"4q"	51900000	56899999	0.4052178	0.413686220611354	0.209541873358623	0.0525739202894557	0.208230706960885	0.0529769871581644	-0.00354268439920467	0.00511088169310667	0.000347792226473231	7.01744675652952e-05	0.000339298723718255	6.94066552800099e-05	0.00102562134192752	0.00246652330497473	7.06524131107782e-05	3.05306656367615e-05	9.38280757862868e-05	0.00345666084402766	166	166.71	3.12905477892667	167	2.4338877385388	157	178
140	"median"	"chr4"	"4q"	56900000	62099999	0.3610894	0.372611367075669	0.187099207846096	0.0546248085287075	0.196166722260511	0.0547006256357096	-0.00216925089862885	0.00339338960630985	0.000260219409784043	8.32810965190472e-05	0.000324989129002653	7.8926796778613e-05	0.0023561585691569	0.00335610194027893	6.35651043224541e-05	3.35705355383121e-05	0.00096810558946849	0.0035111246810828	166	166.71	3.12905477892667	167	2.4338877385388	157	178
141	"median"	"chr4"	"4q"	62100000	67099999	0.3480596	0.361430211357697	0.185710067906702	0.0554092073562384	0.197784159157201	0.0551724448014239	-0.000471906449164697	0.00283289230368578	0.000242825559725226	8.49479574226338e-05	0.00029871928711503	8.1571973453211e-05	-0.000399500424482836	0.00571703875166827	5.88225366527494e-05	3.36577279227616e-05	-0.000390938494329772	0.00552678313292956	166	166.71	3.12905477892667	167	2.4338877385388	157	178
142	"median"	"chr4"	"4q"	67100000	72099999	0.3694654	0.382096726306924	0.199474814991645	0.0541522918307187	0.205268553389215	0.0547328083606883	-0.00306064957595542	0.00420921940911409	0.000239111444017933	6.47491146002602e-05	0.000297490465444496	6.2064546228565e-05	-0.0123459903609257	0.00310232579383739	6.10654374888759e-05	2.74655530294994e-05	-0.012430615190574	0.00362644437992493	166	166.71	3.12905477892667	167	2.4338877385388	157	178
143	"median"	"chr4"	"4q"	72100000	77099999	0.3861162	0.394899303030985	0.199767602537529	0.0550043908243702	0.202433729953856	0.055321062249335	0.00212613612541149	0.00301430373055799	0.000313454614381575	7.65827833478274e-05	0.000336299267949223	7.49047585966447e-05	0.00342679759329932	0.00128023475493185	6.80783151917127e-05	3.31136798608435e-05	0.00347670763975101	0.0018259057240504	166	166.71	3.12905477892667	167	2.4338877385388	157	178
144	"median"	"chr4"	"4q"	77100000	82099999	0.3810748	0.389362567083467	0.19496496401281	0.0552485405583797	0.199735896188916	0.0554089059470693	-0.00264288779446336	0.00468286746020251	0.000299032382717496	7.79345549406954e-05	0.000344193215603257	7.57429758389064e-05	0.00416265842525065	0.00193967744527676	6.87477403806611e-05	3.35903593450122e-05	0.00249333956987487	0.00278152513710413	166	166.71	3.12905477892667	167	2.4338877385388	157	178
145	"median"	"chr4"	"4q"	82100000	87099999	0.38844	0.397673522280678	0.204736495870185	0.054618371487741	0.206129703982954	0.0550928681231443	0.00678981328502746	0.0027706522334958	0.000320608499135582	7.48307099210585e-05	0.000335046968536352	7.37568554134404e-05	0.0040817430937641	0.00129845485181379	6.90631324447844e-05	3.34636686140669e-05	0.00533233147531831	0.0019390136549211	166	166.71	3.12905477892667	167	2.4338877385388	157	178
146	"median"	"chr4"	"4q"	87100000	92099999	0.3732908	0.384119238219143	0.198239295718287	0.0565360253532059	0.202554295932626	0.0567959020163058	0.00527758458425218	0.00509472963701476	0.000283522760570809	8.15055289432173e-05	0.000321548431508099	7.93841082366619e-05	0.0043226943187944	0.00355894723193209	6.51310161523633e-05	3.51928878753352e-05	0.00524304670209527	0.0045585508324004	166	166.71	3.12905477892667	167	2.4338877385388	157	178
147	"median"	"chr4"	"4q"	92100000	97099999	0.3598904	0.370795164599496	0.186159721347937	0.0546947387260294	0.195358908404272	0.0546238430517721	-0.00567610832552196	0.00388612627454955	0.000261278396088994	8.41487864534233e-05	0.0003269858777147	7.9407723607476e-05	0.00255565866070544	0.00345313277723613	6.38796041339567e-05	3.32030675902276e-05	5.72977175678603e-05	0.0035380949810391	166	166.71	3.12905477892667	167	2.4338877385388	157	178
148	"median"	"chr4"	"4q"	97100000	102099999	0.373009	0.382625969169378	0.196114835826027	0.0553308019328426	0.201624132975721	0.0554561573153286	0.000632501642997726	0.00421493512145048	0.000284896306443578	8.02014433706123e-05	0.000330876029245156	7.64533086760416e-05	0.00356162835566191	0.00238005046065295	6.60573471948116e-05	3.35381267990491e-05	0.00353134875152279	0.00312949329644522	166	166.71	3.12905477892667	167	2.4338877385388	157	178
149	"median"	"chr4"	"4q"	102100000	107099999	0.3675524	0.377873573980262	0.194433173740161	0.0544320434177541	0.201409659160712	0.0546185361066322	0.00126722083168764	0.00361053027147977	0.000274251325929616	8.05243082471498e-05	0.000332756589780885	7.65835491828293e-05	0.00314946317834762	0.00320166787431741	6.69499519526608e-05	3.33121509952998e-05	0.00335949509425958	0.00362147064012232	166	166.71	3.12905477892667	167	2.4338877385388	157	178
150	"median"	"chr4"	"4q"	107100000	112099999	0.381671	0.391266002284438	0.19978659994849	0.0536647070494543	0.202634469729694	0.0540693117998595	-0.00674687752261332	0.00470097306156069	0.000310764753714068	7.59872958615094e-05	0.000338700125494835	7.39005741930367e-05	0.00169889811596557	0.00217497464858053	6.86323203270268e-05	3.21370275280236e-05	-0.000804002855702067	0.00329029907826856	166	166.71	3.12905477892667	167	2.4338877385388	157	178
151	"median"	"chr4"	"4q"	112100000	117099999	0.3602436	0.372546997545067	0.187652994208609	0.0534272459134896	0.19684013691088	0.0536725406056046	-0.00611135693366683	0.00315016059102751	0.000260907750882261	8.18232461579802e-05	0.00031136323968067	7.89424645646076e-05	0.0020140974610152	0.00442618168374338	6.02573979192069e-05	3.27790652181805e-05	-0.000393524612175923	0.0041848087112053	166	166.71	3.12905477892667	167	2.4338877385388	157	178
152	"median"	"chr4"	"4q"	117100000	122099999	0.3725052	0.383856750845633	0.189829385456353	0.0538766839205053	0.196487432408171	0.0541958588083607	-0.00488636489731383	0.00311872364002955	0.000262347261698948	7.43933308981873e-05	0.000304342018288977	7.16155370487912e-05	-0.00356767331678827	0.00183286431902338	5.96410019396831e-05	3.06814513531313e-05	-0.00495652611843788	0.00210442214870111	166	166.71	3.12905477892667	167	2.4338877385388	157	178
153	"median"	"chr4"	"4q"	122100000	127099999	0.3644246	0.375178361607105	0.191884034232832	0.0544691621295658	0.198844538252744	0.0545577361444115	-0.00305213660939711	0.00475245901595783	0.000270359203653948	8.26697410735775e-05	0.000325709783697246	7.8396963193671e-05	0.00257349688469133	0.00385266379750548	6.47656115436798e-05	3.32586348981403e-05	0.0009597752950183	0.00427794909953018	166	166.71	3.12905477892667	167	2.4338877385388	157	178
154	"median"	"chr4"	"4q"	127100000	132099999	0.3685258	0.379466965765307	0.19647505654419	0.0539656179596058	0.201254123043118	0.0545474506495911	-0.000896316157927051	0.00302204463541181	0.000264349456373352	7.85820234478898e-05	0.000309636792284731	7.7315764183709e-05	-6.41912891526659e-05	0.00372579078511335	6.23156810931475e-05	3.27838958637847e-05	-0.000982896986624633	0.00359552964951263	166	166.71	3.12905477892667	167	2.4338877385388	157	178
155	"median"	"chr4"	"4q"	132100000	137099999	0.3453548	0.359335914908454	0.186959284422504	0.0545443762598622	0.197728772494295	0.0543995385620391	-0.00177879609893951	0.00506992395232729	0.000250238463859882	8.93129755737e-05	0.000300451294347461	8.51978633256609e-05	0.0019199693950717	0.00758209614747223	5.94078656256455e-05	3.42235411272457e-05	0.000737531170687806	0.0076252932102528	166	166.71	3.12905477892667	167	2.4338877385388	157	178
156	"median"	"chr4"	"4q"	137100000	142099999	0.3863026	0.395564192084466	0.202118071203245	0.057104633503226	0.203388419433713	0.0574193533644828	0.00175885690218516	0.00629081776316289	0.000308246586280658	7.87333379178834e-05	0.000329936647274637	7.73213126918018e-05	0.00329315311282605	0.00194019392673394	6.65404235848588e-05	3.46988149007289e-05	0.00355946694259234	0.00363318445325888	166	166.71	3.12905477892667	167	2.4338877385388	157	178
157	"median"	"chr4"	"4q"	142100000	147099999	0.3801782	0.389741293654993	0.194897736248592	0.054947444609098	0.200453723184774	0.0551421842988671	-0.00426187759904442	0.0038772425359723	0.000290905569636944	7.74711909401356e-05	0.000327070806272814	7.44152016509241e-05	0.00228366151447015	0.00151809687054368	6.55625608624315e-05	3.26583502306366e-05	0.000723163378064531	0.00211515209410341	166	166.71	3.12905477892667	167	2.4338877385388	157	178
158	"median"	"chr4"	"4q"	147100000	152099999	0.3859948	0.395770336013917	0.192832639953288	0.054149372114896	0.195527639890632	0.0545272612195717	-0.00584599952915556	0.00320619001581809	0.000302409016321388	7.52094523352364e-05	0.000321985230341114	7.38663449371614e-05	0.00202307201366997	0.00120198687600019	6.29570121682397e-05	3.20011612822114e-05	-0.000319811804667361	0.00195585339919207	166	166.71	3.12905477892667	167	2.4338877385388	157	178
159	"median"	"chr4"	"4q"	152100000	157099999	0.385586	0.394241439459984	0.198356253855365	0.0545995483517113	0.200726625515636	0.0552139373716371	-0.000254721899692614	0.00498179463822973	0.000271275309871949	6.77166549844074e-05	0.000300261295836828	6.7096395217967e-05	-0.00693310039835439	0.00161732609468956	6.02704366862784e-05	2.96472143728924e-05	-0.0061403119011958	0.00264452688457848	166	166.71	3.12905477892667	167	2.4338877385388	157	178
160	"median"	"chr4"	"4q"	157100000	162099999	0.3627338	0.374078882336006	0.190297393011051	0.0554267771872445	0.198046613765756	0.0555838769956397	-0.0026581161444328	0.00455464680127587	0.000255612819357507	8.14943397657103e-05	0.000312301612758475	7.89090625259887e-05	-0.000167383771459863	0.00359244219441861	6.17294191276196e-05	3.34637014998579e-05	-0.00285702405813079	0.00375465120914566	166	166.71	3.12905477892667	167	2.4338877385388	157	178
161	"median"	"chr4"	"4q"	162100000	167099999	0.3666798	0.377880795541623	0.187375498007968	0.0532591903832642	0.194892922967274	0.0534617750006456	-0.00878453865793053	0.00392398549799418	0.000259292796767211	7.93899850974481e-05	0.000313439194928612	7.56401561453016e-05	-0.00101404915486633	0.00318922499737941	6.10870808721464e-05	3.17386079817247e-05	-0.00401454958361421	0.00355028693078333	166	166.71	3.12905477892667	167	2.4338877385388	157	178
162	"median"	"chr4"	"4q"	167100000	172099999	0.3717706	0.383096366205487	0.194059335457118	0.0547454109707602	0.199823138170861	0.0551621700194997	-0.00303122972183163	0.00356127094109037	0.000280947362059366	7.83833850596217e-05	0.000322033165013979	7.66466472577189e-05	0.00162375097282378	0.00252342753524611	6.36626402159182e-05	3.3386633613032e-05	-6.10867438719118e-05	0.00276396028071946	166	166.71	3.12905477892667	167	2.4338877385388	157	178
163	"median"	"chr4"	"4q"	172100000	177099999	0.3690164	0.38029416476543	0.186616135031758	0.0546425138136116	0.194514599796179	0.0548647896291441	-0.00697673029202705	0.00335375099369089	0.000266626276928996	8.15203118480526e-05	0.000308369514281427	7.88496110779801e-05	0.00057181635125562	0.00310246684002618	5.95455630156807e-05	3.30434413295273e-05	-0.00234997316772077	0.00341707396286563	166	166.71	3.12905477892667	167	2.4338877385388	157	178
164	"median"	"chr4"	"4q"	177100000	182099999	0.3649972	0.377134458521724	0.190273688801657	0.0524223757433899	0.197273523197374	0.0527432323129455	-0.00650465521558311	0.00360073365105376	0.000261331345404242	7.83104399886818e-05	0.000307183294699131	7.52880115770466e-05	-0.000175262657812271	0.00293728859090281	6.03855988366657e-05	3.12534589355269e-05	-0.00231543864001245	0.00303356621225946	166	166.71	3.12905477892667	167	2.4338877385388	157	178
165	"median"	"chr4"	"4q"	182100000	187099999	0.418858	0.42845321116376	0.207159794112544	0.0537516576580657	0.199032774305799	0.0545146886630525	-0.00316637175458473	0.00318219106234622	0.000346968877656904	7.06457474925308e-05	0.000300066288647844	7.14253343811815e-05	-0.00207987052919068	0.00215712176465575	5.97230259052251e-05	3.08053537377152e-05	-0.00319805445921159	0.00252506199081961	166	166.71	3.12905477892667	167	2.4338877385388	157	178
166	"median"	"chr5"	"5p"	100000	5099999	0.4679756	0.479227523958299	0.2048463356974	0.0490564668235796	0.181682614351063	0.0503940909119948	-0.0244776133740024	0.00599896795255292	0.000335028319233914	6.41527039105228e-05	0.000251949409395861	6.34008260530455e-05	-0.0160249080216814	0.00327367674461751	4.57748273832463e-05	2.50900279687823e-05	-0.0216768412116214	0.00365977019483834	166	166.71	3.12905477892667	167	2.4338877385388	157	178
167	"median"	"chr5"	"5p"	5100000	10099999	0.4112724	0.42290246382701	0.197229261699611	0.0499054334226049	0.192791711671573	0.0506247294275269	-0.0164793257829078	0.00538277566240764	0.000334522946246555	6.79696337069638e-05	0.00030568974758693	6.8636707675429e-05	-0.00284033371422699	0.00220774336629229	5.89344496777354e-05	2.85523022071523e-05	-0.00785050962005259	0.00297573827276585	166	166.71	3.12905477892667	167	2.4338877385388	157	178
168	"median"	"chr5"	"5p"	10100000	15099999	0.3999838	0.410163832457651	0.203656862036569	0.0536705558883946	0.201343842650197	0.0543422048322772	-0.00376988882690341	0.00326571407821893	0.000322554355788672	7.06868111232453e-05	0.00031566824499034	7.2080723617602e-05	3.75766549515083e-05	0.00110114862636025	6.35578574489988e-05	3.14227381278844e-05	-0.00107523841712697	0.00138287643226277	166	166.71	3.12905477892667	167	2.4338877385388	157	178
169	"median"	"chr5"	"5p"	15100000	20199999	0.3822612	0.393052044845622	0.192701566679404	0.0533583820651057	0.195541275218578	0.0538821602488745	-0.00692497957816739	0.00349407491478396	0.000288616326515662	7.4779384609101e-05	0.000315026199539091	7.45972113284498e-05	-0.00038887280979751	0.00173640220281591	6.1600624785136e-05	3.20323858846033e-05	-0.00291236141407332	0.0022563246815522	166	166.71	3.12905477892667	167	2.4338877385388	157	178
170	"median"	"chr5"	"5p"	20200000	25199999	0.3537388	0.367069098411087	0.187345169281585	0.0551193320456208	0.199172854455828	0.0549364854119332	0.000746904615361576	0.00497461578584566	0.000237107033678491	7.68728470432382e-05	0.0002878684299298	7.03019468025707e-05	-0.00743812540777741	0.00264799363178975	5.70403145106782e-05	3.04280359642018e-05	-0.00673193708439983	0.00343334721308567	166	166.71	3.12905477892667	167	2.4338877385388	157	178
171	"median"	"chr5"	"5p"	25200000	30199999	0.3474474	0.362567364617718	0.196430367018602	0.0556590435164643	0.204546295731222	0.0555719716751783	0.00178328226441367	0.00407265985052772	0.000244414039182652	8.52421251903691e-05	0.000305367668820035	8.15070573411454e-05	-0.000567749279127311	0.0063094451566075	6.24618254932166e-05	3.34265171422563e-05	-0.000324619745214065	0.00641356283271533	166	166.71	3.12905477892667	167	2.4338877385388	157	178
172	"median"	"chr5"	"5p"	30200000	35199999	0.4006426	0.410506014469648	0.202063058942288	0.0531896001044026	0.2002529559099	0.0537293902254718	-0.00450505241022908	0.00224778765869813	0.000320363754453222	6.95859404731688e-05	0.000318240052787698	6.95543282379128e-05	-0.00084601747355594	0.00164513336717153	6.2731710218369e-05	3.05297043430378e-05	-0.00180138462246882	0.00192405438682075	166	166.71	3.12905477892667	167	2.4338877385388	157	178
173	"median"	"chr5"	"5p"	35200000	40199999	0.3911016	0.400402187397611	0.19967786399046	0.0545623438442436	0.20115967348673	0.0550005445481364	0.000699037867488212	0.00414352015563513	0.000316602323673338	7.61748315829368e-05	0.000330252879791363	7.53344324533204e-05	0.00360927894080026	0.00153348838201963	6.64335614668827e-05	3.33864897969007e-05	0.00349184514191982	0.00263053901109344	166	166.71	3.12905477892667	167	2.4338877385388	157	178
174	"median"	"chr5"	"5p"	40200000	45199999	0.3815388	0.390303618511097	0.197869741162098	0.0545508055603386	0.201680441496549	0.0548598889723249	-0.000314201435039727	0.00392832004080687	0.00029662867744015	7.63593802127879e-05	0.000334716097590659	7.34310265813744e-05	0.00306011138520891	0.00219371405846879	6.73937946001495e-05	3.23982225861638e-05	0.00207110778611202	0.0029920328594869	166	166.71	3.12905477892667	167	2.4338877385388	157	178
175	"median"	"chr5"	"5q"	51500000	56499999	0.3862488	0.395357111959052	0.203272873841193	0.055173290823509	0.205120542868902	0.0555715200517137	0.00170142576863554	0.00415754486940084	0.000310421367245876	7.60284506137982e-05	0.000335865266980725	7.4878889904791e-05	0.00436869546648305	0.00118579456815384	6.88928658938948e-05	3.35920769794502e-05	0.00424056515910465	0.00219984240977609	166	166.71	3.12905477892667	167	2.4338877385388	157	178
176	"median"	"chr5"	"5q"	56500000	61499999	0.3858642	0.394924366070998	0.202052677136144	0.0564240451622293	0.205404197837363	0.0566112192545537	0.00605183555862903	0.00332346657594017	0.000316553403736115	7.84825067239674e-05	0.000353078547914249	7.62904885711107e-05	0.00590523126730114	0.00159741738126155	7.25238159079073e-05	3.46786651145049e-05	0.00700988117180915	0.00205956134912127	166	166.71	3.12905477892667	167	2.4338877385388	157	178
177	"median"	"chr5"	"5q"	61500000	66499999	0.383783	0.392918652353518	0.197262093649681	0.0544858967212589	0.199998182081061	0.0548784503405482	-0.00174678679701277	0.00448854279594655	0.000305957343159375	7.68200483058347e-05	0.000329272662006852	7.52174894958507e-05	0.00289095403197175	0.00181772266078762	6.58539338103623e-05	3.291214598032e-05	0.00187987713645763	0.00293659614661004	166	166.71	3.12905477892667	167	2.4338877385388	157	178
178	"median"	"chr5"	"5q"	66500000	71499999	0.3936552	0.40696771802969	0.203146546320672	0.0556382516597334	0.205194419334462	0.056342017658516	0.00395959427714961	0.00475744670613992	0.000185485923901896	4.07746376750933e-05	0.000218076834223153	4.06052159007241e-05	-0.0386615424026001	0.00691593231600679	4.43342271590107e-05	1.95224743991658e-05	-0.0339112160935035	0.00673941549402153	166	166.71	3.12905477892667	167	2.4338877385388	157	178
179	"median"	"chr5"	"5q"	71500000	76499999	0.40409	0.413254600392307	0.203724097956818	0.0545035514713731	0.202479744171179	0.0549252971627354	-0.00173503775087387	0.00408832409261906	0.000340454735551257	7.28110476625306e-05	0.000332187393550465	7.20846436195185e-05	0.00203778036041867	0.00170817656483343	6.72612184629892e-05	3.23011216727431e-05	0.00157981445356079	0.00251871553499118	166	166.71	3.12905477892667	167	2.4338877385388	157	178
180	"median"	"chr5"	"5q"	76500000	81499999	0.4052372	0.414455534683409	0.210479052257106	0.0555723402461737	0.207962145338447	0.0561338053853046	0.00662670165872771	0.00455960772525729	0.000348766189527354	7.5451961061999e-05	0.000329157172293047	7.6112657638158e-05	0.00421049447190782	0.0020247414446542	6.84522317035986e-05	3.40336546094649e-05	0.00573498249997882	0.00311924225362947	166	166.71	3.12905477892667	167	2.4338877385388	157	178
181	"median"	"chr5"	"5q"	81500000	86499999	0.36223	0.373720385322283	0.192093541202673	0.0567305309667108	0.199240283891546	0.0566343689812771	-0.00193670966262751	0.00440374794322295	0.000264402405688599	8.51013611131021e-05	0.000316737263635984	8.13353288820368e-05	0.00280380869550267	0.0043833160501062	6.31068223258647e-05	3.48881902933852e-05	0.00166333687032795	0.00490858795440637	166	166.71	3.12905477892667	167	2.4338877385388	157	178
182	"median"	"chr5"	"5q"	86500000	91499999	0.367912	0.377686194654259	0.195206989139582	0.0559003455488118	0.201643691650851	0.0558960240089141	0.000666434000261026	0.0042885240025786	0.000278772581094148	8.25795018361036e-05	0.000338480500308282	7.78523131235445e-05	0.00360705232352117	0.00249130336248094	6.82524576339891e-05	3.41912306933883e-05	0.00341979612162413	0.00293653748816638	166	166.71	3.12905477892667	167	2.4338877385388	157	178
183	"median"	"chr5"	"5q"	91500000	96499999	0.3684972	0.378893771035194	0.194679071285755	0.0557869589657506	0.200757655835125	0.0558721982895307	-0.00018787549022715	0.00480191639688919	0.000273049473290943	8.13601378626458e-05	0.000327839238783232	7.74885174620351e-05	0.00188394894649319	0.00311974061208295	6.58162370688934e-05	3.41408785863526e-05	0.00245796509690132	0.00387740881825469	166	166.71	3.12905477892667	167	2.4338877385388	157	178
184	"median"	"chr5"	"5q"	96500000	101499999	0.3662674	0.376176682129893	0.192012923585544	0.053439093124216	0.199226297131511	0.0537333411618751	-0.00198499734765477	0.00373896552697526	0.000260034087180677	7.79633872068275e-05	0.000315420791105517	7.40516366536825e-05	-0.000566234089989238	0.00331776649914996	6.27544276529877e-05	3.17162314189574e-05	-0.00123937265710853	0.00366131524691682	166	166.71	3.12905477892667	167	2.4338877385388	157	178
185	"median"	"chr5"	"5q"	101500000	106499999	0.3543452	0.366636807730387	0.187977268691174	0.0553910582157961	0.197657804646952	0.0552297815595953	-0.0031474602123256	0.00391522403792104	0.000259186898136716	8.60931166279015e-05	0.000322918780923243	8.17061139499417e-05	0.00218544732837885	0.0050567729672227	6.38274173165583e-05	3.41246626957964e-05	0.00113940497669332	0.00522587088111957	166	166.71	3.12905477892667	167	2.4338877385388	157	178
